distr_name,original_name
"Фунчоза ""Чим-Чим"" 100г (1х24) (#10) Китай) (шк 7385) ","Вермишель ФУНЧОЗА бобовая, 100 гр."
Заправка корейская  - шт.- для моркови 60гр (1х1) Россия (),"Корейская заправка для моркови, 60 гр"
Заправка корейская  - шт.- для капусты 60гр (1х1) Россия (),"Корейская заправка для капусты, 60 гр"
"Набор ""Чим-Чим"" для приготовления Яки Соба (гречневая лапша) 215гр (1*6) (#15) Китай () (шк 4841)","Набор для приготовления Яки Соба, 6 шт."
"Набор ""Чим-Чим"" для приготовления Яки Удон (пшенич лапша) 215 гр (1*6) (#15) Россия () (шк 4834)","Набор для приготовления Яки Удон, 6 шт."
Заправка корейская  - шт.- для фунчозы 60гр (1х1) Россия (),"Корейская заправка для фунчозы, 60 гр"
"Лапша ""Чим-Чим"" гречневая Соба 250гр (1*24)(#10), Китай () (шк 7323) VV","Лапша гречневая Соба Чим-Чим, 24 шт. 250 гр."
" Маринад Для приготовления копченых крылышек ""Костровок"" 80гр/40/3","Маринад для копчёных крылышек, 80 гр"
" Маринад Для приготовления крылышек барбекю ""Костровок"" 80гр/40/3","Маринад для крылышек барбекю, 80 гр"
" Маринад Для приготовления чесночных крылышек ""Костровок"" 60гр/40/3","Маринад для чесночных крылышек, 60 гр."
"Жидкий дым ""Костровок"" пл/б 0,33л/12/3","Жидкий дым Классический 0,33 л."
"Жидкий дым ""Костровок"" пл/б 0,5л/18/3","Жидкий дым Классический 0,5 л."
"Корейская заправка Для кальмаров ""Чим-Чим"" пак 60гр 48/12/6","Корейская заправка для кальмаров, 60 гр"
"Корейская заправка Для капусты ""Чим-Чим"" пак 60гр 48/12/6","Корейская заправка для капусты, 60 гр"
"Корейская заправка Для моркови ""Чим-Чим"" пак 60гр 48/12/6","Корейская заправка для моркови, 60 гр"
"Корейская заправка Для моркови острая ""Чим-Чим"" пак 60гр 48/12/6","Корейская заправка для острой моркови, 60 гр"
"Корейская заправка Для огурцов ""Чим-Чим"" пак 60гр 48/12/6","Корейская заправка для огурцов, 60 гр"
"Корейская заправка Для спаржи ""Чим-Чим"" пак 60гр 48/12/6","Корейская заправка для спаржи, 60 гр"
"Корейская заправка Для фунчозы ""Чим-Чим"" пак 60гр48/12/6","Корейская заправка для фунчозы, 60 гр"
"Корейская заправка Для Хе из курицы ""Чим-Чим"" пак 60гр 48/12/6","Корейская заправка для хе из курицы, 60 гр"
"Корейская заправка Для Хе из рыбы ""Чим-Чим"" пак 60гр 48/12/6","Корейская заправка для хе из рыбы, 60 гр"
"Маринад Для барбекю ""Костровок"" пл/б 300гр/12/3","Маринад для барбекю, 300 г"
"Маринад Для курицы ""Костровок"" пл/б 300гр/12/3","Маринад для курицы, 300 г"
"Маринад Для мяса ""Костровок"" пл/б 300гр/12/3","Маринад для мяса (брусничный), 300 г"
"Маринад Для рыбы ""Костровок"" пл/б 300гр/12/3","Маринад для рыбы, 300 г"
"Маринад Для шашлыка ""Костровок"" пл/б 300гр/12/3","Маринад для шашл\классический, 300 г"
"Маринад Для шашлыка по-кавказски с гранатом ""Костровок"" пл/б 300гр/12/3","Маринад для шашл\по-кавказски, 300 г"
"Маринад Универсальный ""Костровок"" пл/б 300гр/12/3","Маринад Универсальный, 300 г"
"Молоко кокосовое ""Чим-Чим"" ж/б 400гр/12","Кокосовое молоко, 400 мл"
"Приправа для маринования мяса в минеральной воде ""Костровок"" 25гр/4/20/3","Приправа ЖМ для шашл\в мин-ой воде, саше 25 гр."
"Рассол для копчения курицы ""Костровок"" пл/б 0,42л/12/3","Рассол для копчения курицы, 0,42 л"
"Рассол для копчения рыбы ""Костровок"" пл/б 0,42л/12/3","Рассол для копчения рыбы, 0,42 л"
"Рассол для копчения сала ""Костровок""пл/б  0,42л/12/3","Рассол для копчения сала, 0,42 л"
"Соевый соус ""Чим-Чим"" 350гр 6/2","Соевый соус ""Чим-Чим"", 350 гр (290 мл)"
"Соус  Перечный ""Чим-Чим"" 300гр 12/2",Соус для мяса Перечный с черным перцем 300 гр (250мл)
"Соус  Устричный ""Чим-Чим"" 250гр 12/2","Соус Устричный Чим-Чим"" 250 мл."
"Соус для мяса Аджичный ""Чим-Чим"" 300гр 12/2",Соус для мяса Аджичный с ягодами кизила 300 гр (250 мл)
"Соус для мяса Барбекю ""Чим-Чим"" 320гр 12/2",Соус для мяса Барбекю с черносливом 320 гр (250мл)
"Соус для мяса Брусничный ""Чим-Чим"" 285гр 12/2",Соус для мяса Брусничный 285 гр (250 мл)
"Соус для приготовления курицы Терияки ""Чим-Чим"" 150гр 20/2","Соус для приготовления курицы терияки, 150 гр., 32 шт"
